adult,genres,id,original_language,title
FALSE,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",27472,en,The Odd Couple II
FALSE,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",47881,en,My Giant
FALSE,"[{'id': 18, 'name': 'Drama'}]",9469,en,He Got Game
FALSE,"[{'id': 53, 'name': 'Thriller'}]",12488,en,The Gingerbread Man
FALSE,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",267,es,Live Flesh
FALSE,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",16148,en,Zero Effect
FALSE,"[{'id': 18, 'name': 'Drama'}]",21252,en,Nil by Mouth
FALSE,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",9449,en,The Borrowers
FALSE,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",215373,en,Love Walked In
FALSE,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",15513,en,Kissing a Fool
FALSE,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",31220,en,Krippendorf's Tribe
FALSE,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",13907,en,Kurt & Courtney
FALSE,"[{'id': 18, 'name': 'Drama'}]",30020,fa,Taste of Cherry
FALSE,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 36, 'name': 'History'}]",17139,nl,Character
FALSE,"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",34582,nb,Junk Mail
FALSE,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}]",10216,en,Species II
FALSE,"[{'id': 35, 'name': 'Comedy'}]",9771,en,Major League: Back to the Minors
FALSE,"[{'id': 35, 'name': 'Comedy'}]",24560,en,Sour Grapes
FALSE,"[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]",76330,en,Wild Man Blues
FALSE,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",9448,en,The Big Hit
FALSE,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",78373,en,"Dancer, Texas Pop. 81"
FALSE,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",39467,en,Still Breathing
FALSE,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",55561,en,Clockwatchers
FALSE,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",8656,en,Deep Impact
FALSE,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",58680,en,Woo
FALSE,"[{'id': 18, 'name': 'Drama'}]",35796,en,Lawn Dogs
FALSE,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}]",18937,en,Quest for Camelot
FALSE,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",929,en,Godzilla
FALSE,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",9452,en,Bulworth
FALSE,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",1878,en,Fear and Loathing in Las Vegas
FALSE,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",9844,en,The Opposite of Sex
FALSE,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",40505,en,I Got the Hook Up
FALSE,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 37, 'name': 'Western'}]",14342,en,Almost Heroes
FALSE,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",9715,en,Hope Floats
FALSE,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",26610,no,Insomnia
FALSE,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",40961,fr,The Ugly
FALSE,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",1965,en,A Perfect Murder
FALSE,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",6068,en,Six Days Seven Nights
FALSE,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",15037,en,Can't Hardly Wait
FALSE,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",50043,en,Cousin Bette
FALSE,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",37636,en,High Art
FALSE,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",21334,fa,Children of Heaven
FALSE,[],416437,en,Dear Jesse
FALSE,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",32284,en,Dream for an Insomniac
FALSE,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",51955,en,Hav Plenty
FALSE,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",37410,en,Henry Fool
FALSE,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",10674,en,Mulan
FALSE,"[{'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",846,en,The X Files
FALSE,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",12655,en,I Went Down
FALSE,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",3050,en,Doctor Dolittle
FALSE,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1389,en,Out of Sight
FALSE,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",11020,en,Picnic at Hanging Rock
FALSE,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",20862,en,Smoke Signals
FALSE,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",9464,en,Buffalo '66
FALSE,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",95,en,Armageddon
FALSE,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",944,en,Lethal Weapon 4
FALSE,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",35680,en,Madeline
FALSE,"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",11551,en,Small Soldiers
FALSE,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",473,en,Pi
FALSE,"[{'id': 18, 'name': 'Drama'}]",102304,en,Whatever
FALSE,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",544,en,There's Something About Mary
FALSE,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}]",10513,en,Plan 9 from Outer Space
FALSE,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",28966,en,Wings
FALSE,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",65203,en,The Broadway Melody
FALSE,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",143,en,All Quiet on the Western Front
FALSE,"[{'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",42861,en,Cimarron
FALSE,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",33680,en,Grand Hotel
FALSE,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",12311,en,Mutiny on the Bounty
FALSE,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",43277,en,The Great Ziegfeld
FALSE,"[{'id': 18, 'name': 'Drama'}]",43278,en,The Life of Emile Zola
FALSE,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",34106,en,You Can't Take It With You
FALSE,"[{'id': 18, 'name': 'Drama'}]",43266,en,How Green Was My Valley
FALSE,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",27367,en,Mrs. Miniver
FALSE,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",17661,en,Going My Way
FALSE,"[{'id': 18, 'name': 'Drama'}]",28580,en,The Lost Weekend
FALSE,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",887,en,The Best Years of Our Lives
FALSE,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",33667,en,Gentleman's Agreement
FALSE,"[{'id': 18, 'name': 'Drama'}]",23383,en,Hamlet
FALSE,"[{'id': 18, 'name': 'Drama'}]",25430,en,All the King's Men
FALSE,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",27191,en,The Greatest Show on Earth
FALSE,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",11426,en,From Here to Eternity
FALSE,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",654,en,On the Waterfront
FALSE,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",15919,en,Marty
FALSE,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",1725,en,West Side Story
FALSE,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",5769,en,Tom Jones
FALSE,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",874,en,A Man for All Seasons
FALSE,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",10633,en,In the Heat of the Night
FALSE,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",17917,en,Oliver!
FALSE,"[{'id': 18, 'name': 'Drama'}]",3116,en,Midnight Cowboy
FALSE,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",1051,en,The French Connection
FALSE,"[{'id': 18, 'name': 'Drama'}]",1366,en,Rocky
FALSE,"[{'id': 18, 'name': 'Drama'}]",12102,en,Kramer vs. Kramer
FALSE,"[{'id': 18, 'name': 'Drama'}]",16619,en,Ordinary People
FALSE,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",9443,en,Chariots of Fire
FALSE,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",11050,en,Terms of Endearment
FALSE,"[{'id': 18, 'name': 'Drama'}]",606,en,Out of Africa
FALSE,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",746,en,The Last Emperor
FALSE,"[{'id': 18, 'name': 'Drama'}]",380,en,Rain Man
FALSE,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",403,en,Driving Miss Daisy
FALSE,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",11485,en,Take the Money and Run
FALSE,"[{'id': 9648, 'name': 'Mystery'}]",466,en,Klute
FALSE,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",13820,en,Repo Man
FALSE,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",15389,en,Metropolitan
FALSE,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",13597,en,Labyrinth
FALSE,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2108,en,The Breakfast Club
FALSE,"[{'id': 27, 'name': 'Horror'}]",10014,en,A Nightmare on Elm Street Part 2: Freddy's Revenge
FALSE,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",10072,en,A Nightmare on Elm Street 3: Dream Warriors
FALSE,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",10131,en,A Nightmare on Elm Street 4: The Dream Master
FALSE,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",10160,en,A Nightmare on Elm Street 5: The Dream Child
FALSE,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}]",11284,en,Freddy's Dead: The Final Nightmare
FALSE,"[{'id': 27, 'name': 'Horror'}]",4488,en,Friday the 13th
FALSE,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",9725,en,Friday the 13th Part 2
FALSE,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",9728,en,Friday the 13th Part III
FALSE,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",9730,en,Friday the 13th: The Final Chapter
FALSE,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",9731,en,Friday the 13th: A New Beginning
FALSE,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",10225,en,Friday the 13th Part VI: Jason Lives
FALSE,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",10281,en,Friday the 13th Part VII: The New Blood
FALSE,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",10283,en,Friday the 13th Part VIII: Jason Takes Manhattan
FALSE,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",948,en,Halloween
FALSE,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",11281,en,Halloween II
FALSE,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]",10676,en,Halloween III: Season of the Witch
FALSE,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",11357,en,Halloween 4: The Return of Michael Myers
FALSE,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",11361,en,Halloween 5: The Revenge of Michael Myers
FALSE,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",36599,en,Prom Night
FALSE,"[{'id': 27, 'name': 'Horror'}]",39929,en,Hello Mary Lou: Prom Night II
FALSE,"[{'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",41828,en,Prom Night III: The Last Kiss
FALSE,"[{'id': 27, 'name': 'Horror'}]",41769,en,Prom Night IV: Deliver Us from Evil
FALSE,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",10585,en,Child's Play
FALSE,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",11186,en,Child's Play 2
FALSE,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}]",11187,en,Child's Play 3
FALSE,"[{'id': 27, 'name': 'Horror'}]",609,en,Poltergeist
FALSE,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",11133,en,Poltergeist II: The Other Side
FALSE,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",10306,en,Poltergeist III
FALSE,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",9552,en,The Exorcist
FALSE,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 14, 'name': 'Fantasy'}]",11586,en,Exorcist II: The Heretic
FALSE,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",11587,en,The Exorcist III
FALSE,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",941,en,Lethal Weapon
FALSE,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",942,en,Lethal Weapon 2
FALSE,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",943,en,Lethal Weapon 3
FALSE,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",927,en,Gremlins
FALSE,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}]",928,en,Gremlins 2: The New Batch
FALSE,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",9340,en,The Goonies
FALSE,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",9342,en,The Mask of Zorro
FALSE,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",38509,en,Polish Wedding
FALSE,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",60033,en,"This World, Then the Fireworks"
FALSE,"[{'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",12101,en,Soylent Green
FALSE,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",19,de,Metropolis
FALSE,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",165,en,Back to the Future Part II
FALSE,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",196,en,Back to the Future Part III
FALSE,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",551,en,The Poseidon Adventure
FALSE,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",16084,en,Freaky Friday
FALSE,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",17984,en,The Absent-Minded Professor
FALSE,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 37, 'name': 'Western'}]",22328,en,The Apple Dumpling Gang Rides Again
FALSE,"[{'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",32611,en,Babes in Toyland
FALSE,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",3170,en,Bambi
FALSE,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",346,ja,Seven Samurai
FALSE,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",859,en,Dangerous Liaisons
FALSE,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",841,en,Dune
FALSE,"[{'id': 18, 'name': 'Drama'}]",11051,en,The Last Temptation of Christ
FALSE,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",242,en,The Godfather: Part III
FALSE,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]",1411,en,The Rapture
FALSE,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",9769,en,Lolita
FALSE,"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",9424,en,Disturbing Behavior
FALSE,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",9835,en,Jane Austen's Mafia!
FALSE,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",857,en,Saving Private Ryan
FALSE,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",17539,en,Billy's Hollywood Screen Kiss
FALSE,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",22777,en,The Million Dollar Duck
FALSE,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",20173,en,The Barefoot Executive
FALSE,"[{'id': 16, 'name': 'Animation'}]",10957,en,The Black Cauldron
FALSE,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",9570,en,The Black Hole
FALSE,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",16249,en,Blackbeard's Ghost
FALSE,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",13962,en,Blank Check
FALSE,"[{'id': 10751, 'name': 'Family'}]",14612,en,Candleshoe
FALSE,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",19378,en,The Cat from Outer Space
FALSE,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",65157,en,Cheetah
FALSE,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",29228,en,The Computer Wore Tennis Shoes
FALSE,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",19379,en,Condorman
FALSE,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",11164,en,D2: The Mighty Ducks
FALSE,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",18887,en,Darby O'Gill and the Little People
FALSE,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",40866,en,The Devil and Max Devlin
FALSE,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]",24736,en,A Far Off Place
FALSE,"[{'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",10122,en,Flight of the Navigator
FALSE,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",24816,en,The Gnome-Mobile
FALSE,"[{'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",9994,en,The Great Mouse Detective
FALSE,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",25445,en,The Happiest Millionaire
FALSE,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",12129,en,Herbie Goes Bananas
FALSE,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",14140,en,Herbie Goes To Monte Carlo
FALSE,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",10439,en,Hocus Pocus
FALSE,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",11158,en,Honey I Blew Up the Kid
FALSE,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",9354,en,"Honey, I Shrunk the Kids"
FALSE,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 37, 'name': 'Western'}]",28736,en,Hot Lead & Cold Feet
FALSE,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",34774,en,In Search of the Castaways
